,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
22504,30,admin.,single,high.school,no,no,no,cellular,aug,fri,111,1,999,0,1.4,93.444,-36.1,4.964,5228.1
26112,47,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,nov,wed,475,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
11498,47,services,married,high.school,no,yes,no,telephone,jun,fri,256,8,999,0,1.4,94.465,-41.8,4.959,5228.1
12420,52,services,married,basic.6y,no,no,yes,cellular,jul,mon,161,2,999,0,1.4,93.918,-42.7,4.96,5228.1
33080,38,services,single,basic.6y,no,yes,no,cellular,may,tue,546,2,999,0,-1.8,92.893,-46.2,1.291,5099.1
16121,27,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,65,1,999,0,1.4,93.918,-42.7,4.961,5228.1
35111,36,management,married,university.degree,no,no,no,cellular,may,fri,268,1,999,0,-1.8,92.893,-46.2,1.25,5099.1
6264,35,technician,single,university.degree,no,yes,no,telephone,may,tue,953,3,999,0,1.1,93.994,-36.4,4.857,5191.0
33314,34,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,tue,326,2,999,0,-1.8,92.893,-46.2,1.291,5099.1
28302,63,retired,married,unknown,no,no,no,telephone,apr,wed,185,1,999,0,-1.8,93.075,-47.1,1.445,5099.1
172,45,technician,married,university.degree,no,yes,yes,telephone,may,mon,292,1,999,0,1.1,93.994,-36.4,4.857,5191.0
26097,37,management,married,university.degree,no,no,yes,cellular,nov,wed,611,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
24914,34,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,117,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
10152,54,technician,married,university.degree,unknown,no,no,telephone,jun,thu,322,2,999,0,1.4,94.465,-41.8,4.958,5228.1
6269,38,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,477,11,999,0,1.1,93.994,-36.4,4.857,5191.0
7876,40,services,single,high.school,unknown,yes,no,telephone,jun,mon,89,1,999,0,1.4,94.465,-41.8,4.865,5228.1
11301,53,self-employed,divorced,basic.9y,no,yes,no,telephone,jun,thu,177,2,999,0,1.4,94.465,-41.8,4.961,5228.1
20264,47,admin.,single,university.degree,no,no,no,cellular,aug,mon,549,1,999,0,1.4,93.444,-36.1,4.965,5228.1
29063,36,admin.,single,high.school,no,no,no,cellular,apr,fri,140,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
14225,56,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,86,3,999,0,1.4,93.918,-42.7,4.962,5228.1
28685,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,361,1,999,1,-1.8,93.075,-47.1,1.41,5099.1
11769,56,self-employed,married,professional.course,no,no,yes,telephone,jun,fri,13,40,999,0,1.4,94.465,-41.8,4.959,5228.1
28998,46,management,married,university.degree,unknown,yes,no,cellular,apr,fri,268,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
32875,29,admin.,single,high.school,no,yes,no,telephone,may,mon,41,2,999,1,-1.8,92.893,-46.2,1.299,5099.1
3449,30,admin.,married,university.degree,no,yes,no,telephone,may,thu,196,2,999,0,1.1,93.994,-36.4,4.86,5191.0
29355,41,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,50,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
11097,36,student,single,basic.9y,no,yes,no,telephone,jun,thu,176,1,999,0,1.4,94.465,-41.8,4.961,5228.1
4626,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,289,1,999,0,1.1,93.994,-36.4,4.858,5191.0
24394,35,blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,345,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
10920,34,blue-collar,married,professional.course,unknown,no,no,telephone,jun,wed,1009,1,999,0,1.4,94.465,-41.8,4.962,5228.1
40161,20,student,single,basic.9y,no,yes,no,cellular,jul,thu,361,3,6,3,-1.7,94.215,-40.3,0.846,4991.6
13804,27,services,married,high.school,no,no,no,cellular,jul,thu,184,3,999,0,1.4,93.918,-42.7,4.963,5228.1
18831,44,admin.,single,university.degree,no,no,no,cellular,aug,mon,208,1,999,0,1.4,93.444,-36.1,4.97,5228.1
24732,42,unemployed,married,high.school,no,yes,no,cellular,nov,tue,154,2,999,0,-0.1,93.2,-42.0,4.153,5195.8
16733,56,retired,married,basic.4y,no,no,no,cellular,jul,thu,57,4,999,0,1.4,93.918,-42.7,4.962,5228.1
35357,33,entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,204,3,999,0,-1.8,92.893,-46.2,1.25,5099.1
6858,35,blue-collar,married,high.school,no,no,no,telephone,may,wed,55,4,999,0,1.1,93.994,-36.4,4.857,5191.0
36981,56,admin.,divorced,unknown,no,yes,no,telephone,jul,fri,353,2,999,0,-2.9,92.469,-33.6,1.059,5076.2
29102,53,blue-collar,married,basic.9y,no,no,yes,telephone,apr,fri,26,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
11451,39,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,513,2,999,0,1.4,94.465,-41.8,4.959,5228.1
30806,33,admin.,single,high.school,no,no,no,telephone,may,tue,60,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
17076,46,admin.,married,professional.course,no,no,no,cellular,jul,fri,359,1,999,0,1.4,93.918,-42.7,4.962,5228.1
9398,39,technician,married,professional.course,no,yes,no,telephone,jun,fri,118,2,999,0,1.4,94.465,-41.8,4.967,5228.1
28350,38,services,single,high.school,no,yes,no,cellular,apr,wed,1665,3,999,0,-1.8,93.075,-47.1,1.445,5099.1
6457,34,admin.,single,high.school,no,yes,no,telephone,may,wed,593,1,999,0,1.1,93.994,-36.4,4.857,5191.0
1852,35,admin.,married,high.school,no,yes,no,telephone,may,fri,1080,5,999,0,1.1,93.994,-36.4,4.855,5191.0
12067,27,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,103,1,999,0,1.4,94.465,-41.8,4.947,5228.1
9938,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,201,5,999,0,1.4,94.465,-41.8,4.959,5228.1
28651,52,services,divorced,high.school,no,no,no,cellular,apr,thu,198,2,999,0,-1.8,93.075,-47.1,1.41,5099.1
31473,42,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,320,3,999,0,-1.8,92.893,-46.2,1.334,5099.1
30224,20,student,single,high.school,no,yes,no,cellular,apr,thu,195,2,999,0,-1.8,93.075,-47.1,1.365,5099.1
3998,52,management,married,high.school,unknown,no,no,telephone,may,mon,31,1,999,0,1.1,93.994,-36.4,4.858,5191.0
3398,49,admin.,married,high.school,unknown,no,no,telephone,may,thu,157,5,999,0,1.1,93.994,-36.4,4.86,5191.0
6411,25,technician,married,high.school,no,yes,no,telephone,may,wed,153,3,999,0,1.1,93.994,-36.4,4.857,5191.0
13417,27,blue-collar,single,basic.4y,no,yes,no,cellular,jul,wed,211,11,999,0,1.4,93.918,-42.7,4.962,5228.1
20766,32,management,married,university.degree,no,yes,no,cellular,aug,wed,343,1,999,0,1.4,93.444,-36.1,4.965,5228.1
989,54,housemaid,divorced,basic.4y,no,no,no,telephone,may,wed,485,1,999,0,1.1,93.994,-36.4,4.856,5191.0
3695,28,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,489,2,999,0,1.1,93.994,-36.4,4.859,5191.0
18833,50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311,1,999,0,1.4,93.444,-36.1,4.97,5228.1
2394,56,admin.,divorced,unknown,unknown,yes,yes,telephone,may,tue,31,1,999,0,1.1,93.994,-36.4,4.856,5191.0
29417,42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,360,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
20776,35,technician,single,professional.course,no,yes,no,cellular,aug,wed,152,5,999,0,1.4,93.444,-36.1,4.965,5228.1
25460,30,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,242,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
19437,52,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,1250,4,999,0,1.4,93.444,-36.1,4.967,5228.1
38977,23,student,single,university.degree,no,yes,no,cellular,dec,fri,127,2,6,2,-3.0,92.713,-33.0,0.718,5023.5
28890,37,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,282,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
25422,56,management,divorced,university.degree,no,no,no,cellular,nov,wed,90,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
12601,31,admin.,single,high.school,no,no,no,cellular,jul,mon,88,1,999,0,1.4,93.918,-42.7,4.96,5228.1
38497,61,retired,married,high.school,no,no,no,telephone,oct,tue,515,1,999,0,-3.4,92.431,-26.9,0.728,5017.5
21654,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,149,3,999,0,1.4,93.444,-36.1,4.963,5228.1
16555,38,management,single,university.degree,no,no,no,cellular,jul,wed,76,17,999,0,1.4,93.918,-42.7,4.963,5228.1
894,38,technician,single,professional.course,no,no,no,telephone,may,wed,127,1,999,0,1.1,93.994,-36.4,4.856,5191.0
30039,61,retired,married,basic.4y,no,yes,no,cellular,apr,wed,245,4,999,1,-1.8,93.075,-47.1,1.405,5099.1
2904,37,admin.,married,university.degree,no,yes,no,telephone,may,wed,108,1,999,0,1.1,93.994,-36.4,4.859,5191.0
8311,34,services,married,high.school,no,no,no,telephone,jun,tue,51,2,999,0,1.4,94.465,-41.8,4.864,5228.1
35915,33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,70,1,999,0,-1.8,92.893,-46.2,1.264,5099.1
29737,57,services,married,high.school,no,yes,no,cellular,apr,mon,113,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
29270,36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,273,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
1087,51,technician,married,professional.course,no,yes,no,telephone,may,wed,113,2,999,0,1.1,93.994,-36.4,4.856,5191.0
1371,43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,534,2,999,0,1.1,93.994,-36.4,4.855,5191.0
33738,43,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,240,1,999,0,-1.8,92.893,-46.2,1.281,5099.1
39342,80,retired,married,basic.4y,no,yes,no,cellular,mar,thu,156,1,999,0,-1.8,93.369,-34.8,0.635,5008.7
14038,53,management,married,basic.9y,unknown,no,yes,cellular,jul,fri,333,2,999,0,1.4,93.918,-42.7,4.963,5228.1
35968,43,technician,divorced,professional.course,no,yes,no,cellular,may,mon,143,1,999,0,-1.8,92.893,-46.2,1.264,5099.1
8046,30,technician,married,professional.course,no,yes,yes,telephone,jun,mon,82,1,999,0,1.4,94.465,-41.8,4.865,5228.1
1215,31,management,married,university.degree,no,yes,yes,telephone,may,thu,139,2,999,0,1.1,93.994,-36.4,4.855,5191.0
5826,36,services,married,high.school,no,yes,no,telephone,may,mon,133,4,999,0,1.1,93.994,-36.4,4.857,5191.0
346,50,services,divorced,professional.course,no,no,no,telephone,may,mon,680,2,999,0,1.1,93.994,-36.4,4.857,5191.0
24197,38,blue-collar,married,unknown,no,yes,no,cellular,nov,mon,376,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
9397,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,651,1,999,0,1.4,94.465,-41.8,4.967,5228.1
17461,37,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,35,1,999,0,1.4,93.918,-42.7,4.962,5228.1
28129,37,technician,divorced,basic.9y,no,yes,no,cellular,apr,mon,247,1,999,1,-1.8,93.075,-47.1,1.466,5099.1
22818,45,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,463,14,999,0,1.4,93.444,-36.1,4.965,5228.1
14502,46,technician,divorced,professional.course,no,no,no,cellular,jul,tue,121,4,999,0,1.4,93.918,-42.7,4.961,5228.1
32082,32,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,906,5,999,0,-1.8,92.893,-46.2,1.313,5099.1
24469,31,technician,single,university.degree,no,yes,no,cellular,nov,mon,984,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
23903,39,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,207,4,999,0,1.4,93.444,-36.1,4.963,5228.1
16400,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,58,1,999,0,1.4,93.918,-42.7,4.963,5228.1
1231,49,technician,married,professional.course,no,no,no,telephone,may,thu,269,1,999,0,1.1,93.994,-36.4,4.855,5191.0
23476,33,services,married,university.degree,unknown,no,yes,cellular,aug,thu,149,8,999,0,1.4,93.444,-36.1,4.962,5228.1
4938,56,admin.,married,university.degree,unknown,no,no,telephone,may,wed,192,1,999,0,1.1,93.994,-36.4,4.858,5191.0
23638,44,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,thu,18,10,999,0,1.4,93.444,-36.1,4.962,5228.1
21602,49,unknown,married,high.school,unknown,no,yes,cellular,aug,tue,144,2,999,0,1.4,93.444,-36.1,4.963,5228.1
22244,56,housemaid,married,basic.9y,unknown,no,no,cellular,aug,thu,180,3,999,0,1.4,93.444,-36.1,4.963,5228.1
5811,51,entrepreneur,divorced,university.degree,unknown,no,yes,telephone,may,mon,112,2,999,0,1.1,93.994,-36.4,4.857,5191.0
36922,30,student,single,unknown,no,no,no,cellular,jun,tue,205,3,999,0,-2.9,92.963,-40.8,1.206,5076.2
35602,45,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,63,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
12732,52,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,188,1,999,0,1.4,93.918,-42.7,4.962,5228.1
12776,55,services,married,basic.6y,unknown,no,no,cellular,jul,tue,31,3,999,0,1.4,93.918,-42.7,4.962,5228.1
36448,53,services,married,unknown,no,yes,no,cellular,jun,tue,501,3,999,0,-2.9,92.963,-40.8,1.262,5076.2
15469,45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jul,fri,168,1,999,0,1.4,93.918,-42.7,4.957,5228.1
23118,47,technician,married,high.school,no,no,no,cellular,aug,tue,73,9,999,0,1.4,93.444,-36.1,4.965,5228.1
37853,55,entrepreneur,divorced,basic.9y,no,yes,no,cellular,aug,fri,622,1,999,0,-2.9,92.201,-31.4,0.825,5076.2
27162,36,admin.,married,university.degree,no,yes,no,cellular,nov,fri,189,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
38508,31,management,married,university.degree,no,yes,no,cellular,oct,tue,255,3,4,1,-3.4,92.431,-26.9,0.728,5017.5
15964,32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,193,5,999,0,1.4,93.918,-42.7,4.96,5228.1
10147,55,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,thu,270,1,999,0,1.4,94.465,-41.8,4.958,5228.1
3809,56,unknown,married,unknown,unknown,yes,no,telephone,may,fri,174,15,999,0,1.1,93.994,-36.4,4.859,5191.0
38131,33,technician,single,basic.9y,no,yes,no,cellular,sep,fri,114,1,999,0,-3.4,92.379,-29.8,0.741,5017.5
37870,73,retired,married,basic.4y,no,unknown,unknown,cellular,aug,mon,160,3,999,1,-2.9,92.201,-31.4,0.821,5076.2
21178,38,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,115,2,999,0,1.4,93.444,-36.1,4.963,5228.1
36356,49,admin.,divorced,university.degree,no,yes,no,cellular,jun,tue,88,1,4,1,-2.9,92.963,-40.8,1.262,5076.2
31389,41,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,309,1,999,1,-1.8,92.893,-46.2,1.334,5099.1
10312,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,116,1,999,0,1.4,94.465,-41.8,4.96,5228.1
10952,55,management,single,basic.4y,no,yes,no,telephone,jun,wed,58,3,999,0,1.4,94.465,-41.8,4.962,5228.1
29536,36,admin.,married,high.school,no,no,no,cellular,apr,mon,658,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
2279,43,admin.,married,high.school,no,yes,no,telephone,may,tue,135,3,999,0,1.1,93.994,-36.4,4.856,5191.0
19613,56,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,190,1,999,0,1.4,93.444,-36.1,4.968,5228.1
39694,50,unemployed,married,high.school,no,no,no,telephone,may,tue,353,3,999,0,-1.8,93.876,-40.0,0.688,5008.7
4107,32,admin.,married,university.degree,unknown,unknown,unknown,telephone,may,mon,261,56,999,0,1.1,93.994,-36.4,4.858,5191.0
24349,30,services,single,high.school,no,no,no,cellular,nov,mon,104,2,999,0,-0.1,93.2,-42.0,4.191,5195.8
20490,31,technician,single,high.school,no,yes,no,cellular,aug,tue,193,2,999,0,1.4,93.444,-36.1,4.966,5228.1
34260,28,student,single,high.school,no,yes,no,cellular,may,thu,21,8,999,0,-1.8,92.893,-46.2,1.266,5099.1
15741,32,services,married,high.school,unknown,no,no,cellular,jul,mon,44,1,999,0,1.4,93.918,-42.7,4.96,5228.1
38533,24,technician,single,university.degree,no,no,no,cellular,oct,wed,197,1,999,0,-3.4,92.431,-26.9,0.724,5017.5
34869,23,admin.,single,high.school,no,yes,no,cellular,may,fri,236,4,999,1,-1.8,92.893,-46.2,1.25,5099.1
1060,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,113,3,999,0,1.1,93.994,-36.4,4.856,5191.0
5125,30,management,divorced,university.degree,no,no,yes,telephone,may,fri,164,4,999,0,1.1,93.994,-36.4,4.857,5191.0
28981,47,admin.,married,basic.9y,no,yes,no,cellular,apr,fri,196,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
6608,35,management,married,basic.9y,no,yes,yes,telephone,may,wed,344,2,999,0,1.1,93.994,-36.4,4.857,5191.0
133,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,1.1,93.994,-36.4,4.857,5191.0
38148,61,retired,married,high.school,no,yes,no,cellular,sep,wed,117,1,3,1,-3.4,92.379,-29.8,0.753,5017.5
26006,42,self-employed,single,university.degree,no,no,no,cellular,nov,wed,238,4,999,0,-0.1,93.2,-42.0,4.12,5195.8
9560,35,unemployed,divorced,high.school,unknown,yes,no,telephone,jun,mon,51,1,999,0,1.4,94.465,-41.8,4.961,5228.1
27871,24,management,married,unknown,no,no,no,cellular,mar,fri,93,5,999,0,-1.8,92.843,-50.0,1.574,5099.1
23265,47,technician,divorced,high.school,no,yes,no,cellular,aug,wed,56,5,999,0,1.4,93.444,-36.1,4.964,5228.1
40465,61,admin.,married,university.degree,no,yes,yes,telephone,aug,wed,425,1,6,2,-1.7,94.027,-38.3,0.903,4991.6
18930,57,admin.,married,high.school,no,yes,no,cellular,aug,mon,108,1,999,0,1.4,93.444,-36.1,4.97,5228.1
34088,31,admin.,married,university.degree,no,yes,no,cellular,may,wed,954,2,10,1,-1.8,92.893,-46.2,1.281,5099.1
22857,56,admin.,married,unknown,no,yes,no,cellular,aug,mon,476,2,999,0,1.4,93.444,-36.1,4.965,5228.1
10063,35,services,married,high.school,unknown,yes,no,telephone,jun,thu,107,1,999,0,1.4,94.465,-41.8,4.958,5228.1
16087,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,56,3,999,0,1.4,93.918,-42.7,4.961,5228.1
30535,39,technician,married,professional.course,no,yes,no,cellular,may,mon,1046,3,11,1,-1.8,92.893,-46.2,1.354,5099.1
13103,38,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,131,1,999,0,1.4,93.918,-42.7,4.962,5228.1
18307,35,technician,married,professional.course,no,no,no,cellular,jul,wed,151,8,999,0,1.4,93.918,-42.7,4.963,5228.1
8467,37,technician,married,high.school,no,yes,no,telephone,jun,tue,267,3,999,0,1.4,94.465,-41.8,4.864,5228.1
27918,28,admin.,single,high.school,no,yes,no,cellular,mar,fri,300,1,999,0,-1.8,92.843,-50.0,1.531,5099.1
8738,27,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,235,1,999,0,1.4,94.465,-41.8,4.864,5228.1
4121,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,48,3,999,0,1.1,93.994,-36.4,4.858,5191.0
19248,32,technician,single,professional.course,no,yes,yes,cellular,aug,wed,952,1,999,0,1.4,93.444,-36.1,4.967,5228.1
36430,33,admin.,single,high.school,no,no,no,cellular,jun,tue,53,1,999,1,-2.9,92.963,-40.8,1.262,5076.2
15925,30,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,985,11,999,0,1.4,93.918,-42.7,4.96,5228.1
11904,38,housemaid,married,basic.9y,no,no,no,telephone,jun,fri,86,4,999,0,1.4,94.465,-41.8,4.959,5228.1
16901,55,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,23,1,999,0,1.4,93.918,-42.7,4.962,5228.1
35506,44,admin.,married,basic.6y,no,unknown,unknown,cellular,may,mon,608,1,999,1,-1.8,92.893,-46.2,1.244,5099.1
31158,25,admin.,single,university.degree,no,no,no,cellular,may,wed,101,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
29244,47,management,married,professional.course,no,yes,no,cellular,apr,fri,239,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
38561,67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,299,2,2,2,-3.4,92.431,-26.9,0.722,5017.5
5253,27,technician,married,university.degree,no,no,no,telephone,may,fri,125,3,999,0,1.1,93.994,-36.4,4.857,5191.0
30309,37,admin.,married,high.school,no,yes,no,cellular,apr,thu,574,1,999,0,-1.8,93.075,-47.1,1.365,5099.1
14210,35,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon,19,3,999,0,1.4,93.918,-42.7,4.962,5228.1
30246,33,services,married,high.school,no,yes,no,cellular,apr,thu,524,2,999,0,-1.8,93.075,-47.1,1.365,5099.1
33632,40,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,8,7,999,0,-1.8,92.893,-46.2,1.281,5099.1
33867,53,management,married,university.degree,no,yes,no,cellular,may,wed,92,2,999,1,-1.8,92.893,-46.2,1.281,5099.1
18529,32,admin.,married,university.degree,no,no,no,cellular,jul,thu,189,2,999,0,1.4,93.918,-42.7,4.968,5228.1
25336,34,management,married,university.degree,no,yes,yes,cellular,nov,tue,411,3,999,1,-0.1,93.2,-42.0,4.153,5195.8
21356,30,technician,single,professional.course,no,yes,no,cellular,aug,mon,244,2,999,0,1.4,93.444,-36.1,4.963,5228.1
33271,26,services,single,university.degree,no,yes,yes,cellular,may,tue,639,3,999,1,-1.8,92.893,-46.2,1.291,5099.1
5283,30,management,married,university.degree,no,yes,no,telephone,may,fri,28,18,999,0,1.1,93.994,-36.4,4.857,5191.0
16440,40,admin.,divorced,university.degree,no,unknown,unknown,cellular,jul,wed,145,1,999,0,1.4,93.918,-42.7,4.963,5228.1
1677,27,services,single,high.school,unknown,no,no,telephone,may,fri,280,1,999,0,1.1,93.994,-36.4,4.855,5191.0
7474,24,technician,single,professional.course,unknown,yes,yes,telephone,may,fri,447,1,999,0,1.1,93.994,-36.4,4.864,5191.0
16424,39,admin.,married,basic.6y,unknown,yes,no,cellular,jul,wed,327,1,999,0,1.4,93.918,-42.7,4.963,5228.1
31946,45,technician,divorced,university.degree,no,yes,yes,cellular,may,thu,252,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
5690,28,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,120,1,999,0,1.1,93.994,-36.4,4.857,5191.0
39574,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268,1,3,3,-1.8,93.876,-40.0,0.668,5008.7
35117,43,management,married,university.degree,no,yes,no,cellular,may,fri,663,1,999,0,-1.8,92.893,-46.2,1.25,5099.1
36802,22,services,single,high.school,no,yes,yes,cellular,jun,mon,181,1,999,0,-2.9,92.963,-40.8,1.26,5076.2
17140,47,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri,51,1,999,0,1.4,93.918,-42.7,4.962,5228.1
23791,31,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,3,999,0,1.4,93.444,-36.1,4.963,5228.1
4065,44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259,1,999,0,1.1,93.994,-36.4,4.858,5191.0
15665,26,technician,single,high.school,no,yes,no,cellular,jul,mon,538,1,999,0,1.4,93.918,-42.7,4.96,5228.1
12483,33,services,divorced,unknown,no,no,no,cellular,jul,mon,66,1,999,0,1.4,93.918,-42.7,4.96,5228.1
14660,28,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,tue,263,3,999,0,1.4,93.918,-42.7,4.961,5228.1
35839,35,admin.,married,high.school,no,yes,no,cellular,may,fri,121,1,999,0,-1.8,92.893,-46.2,1.259,5099.1
2627,39,technician,married,professional.course,no,no,no,telephone,may,tue,273,2,999,0,1.1,93.994,-36.4,4.856,5191.0
3911,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,221,2,999,0,1.1,93.994,-36.4,4.858,5191.0
9551,34,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,252,3,999,0,1.4,94.465,-41.8,4.961,5228.1
25978,39,unemployed,married,basic.9y,no,yes,no,cellular,nov,wed,640,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
37118,32,services,married,high.school,no,no,no,cellular,aug,tue,205,1,999,0,-2.9,92.201,-31.4,0.884,5076.2
5346,49,technician,married,unknown,no,yes,no,telephone,may,fri,319,2,999,0,1.1,93.994,-36.4,4.857,5191.0
15263,25,services,single,basic.6y,unknown,no,no,cellular,jul,thu,88,1,999,0,1.4,93.918,-42.7,4.958,5228.1
26789,33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,73,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
32500,25,admin.,single,high.school,no,no,no,cellular,may,fri,682,3,999,1,-1.8,92.893,-46.2,1.313,5099.1
20410,52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,867,1,999,0,1.4,93.444,-36.1,4.966,5228.1
23649,50,admin.,married,high.school,no,yes,yes,cellular,aug,thu,95,4,999,0,1.4,93.444,-36.1,4.962,5228.1
11595,36,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,jun,fri,25,3,999,0,1.4,94.465,-41.8,4.959,5228.1
26554,49,technician,divorced,university.degree,no,yes,no,telephone,nov,thu,30,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
6396,29,services,divorced,high.school,no,yes,no,telephone,may,tue,50,3,999,0,1.1,93.994,-36.4,4.857,5191.0
38077,24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,89,2,3,1,-3.4,92.379,-29.8,0.77,5017.5
13342,29,admin.,single,high.school,no,yes,no,cellular,jul,wed,360,2,999,0,1.4,93.918,-42.7,4.962,5228.1
28557,53,retired,married,high.school,no,no,no,cellular,apr,wed,349,1,999,0,-1.8,93.075,-47.1,1.415,5099.1
36286,38,blue-collar,divorced,university.degree,no,yes,yes,cellular,jun,mon,87,2,999,0,-2.9,92.963,-40.8,1.266,5076.2
40942,65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,190,1,3,3,-1.1,94.601,-49.5,0.985,4963.6
10531,47,services,divorced,high.school,no,no,no,telephone,jun,tue,115,1,999,0,1.4,94.465,-41.8,4.961,5228.1
9877,38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,95,2,999,0,1.4,94.465,-41.8,4.959,5228.1
9526,38,admin.,married,basic.9y,unknown,yes,no,telephone,jun,mon,306,1,999,0,1.4,94.465,-41.8,4.961,5228.1
9073,46,management,married,university.degree,no,yes,no,telephone,jun,thu,234,3,999,0,1.4,94.465,-41.8,4.866,5228.1
